FECHA (YYMMDD);HORA (HHMM);;
050210;0500;16;
050210;0600;15,1;
050210;0700;14,8;
050210;0800;14,7;
050210;0900;19,4;
050210;1000;24,4;
050210;1100;27,8;
050210;1200;30,9;
050210;1300;33,1;
050210;1400;34,3;
050210;1500;35;
050210;1600;0;
050210;1700;0;
050210;1800;31,4;
050210;1900;27,4;
050210;2000;22,6;
050210;2100;18,2;
050210;2200;15,5;
050210;2300;14,6;
050211;0000;;
050211;0100;13,9;
050211;0200;13,8;
050211;0300;13,9;
050211;0400;13,7;
050211;0500;13,6;
050211;0600;13,4;
050211;0700;13,2;
050211;0800;13,2;
050211;0900;13,4;
050211;1000;13,8;
050211;1100;14,8;
050211;1200;16,6;
050211;1300;20,2;
050211;1400;23,3;
050211;1500;26,3;
050211;1600;28,9;
050211;1700;25,9;
050211;1800;22,6;
050211;1900;21,3;
050211;2000;19,9;
050211;2100;17,5;
050211;2200;15,2;
050211;2300;14,8;
050212;0000;;
050212;0100;14,9;
050212;0200;14,6;
050212;0300;14,3;
050212;0400;14,2;
050212;0500;14;
050212;0600;13,8;
050212;0700;13,7;
050212;0800;13,8;
050212;0900;14,1;
050212;1000;14,6;
050212;1100;15,5;
050212;1200;16;
050212;1300;16,3;
050212;1400;18,4;
050212;1500;18,7;
050212;1600;19,9;
050212;1700;21;
050212;1800;20,6;
050212;1900;19,7;
050212;2000;18,2;
050212;2100;16,3;
050212;2200;15,5;
050212;2300;15,1;
050213;0000;;
050213;0100;14,8;
050213;0200;14,1;
050213;0300;12,8;
050213;0400;;
050213;0500;;
050213;0600;;
050213;0700;;
050213;0800;;
050213;0900;;
050213;1000;;
050213;1100;;
050213;1200;;
050213;1300;;
050213;1400;;
050213;1500;;
050213;1600;;
050213;1700;;
050213;1800;;
050213;1900;;
050213;2000;;
050213;2100;;
050213;2200;;
050213;2300;;
050214;0000;;
050214;0100;;
050214;0200;;
050214;0300;;
050214;0400;;
050214;0500;;
050214;0600;;
050214;0700;;
050214;0800;;
050214;0900;;
050214;1000;;
050214;1100;;
050214;1200;;
050214;1300;;
050214;1400;;
050214;1500;;
050214;1600;;
050214;1700;;
050214;1800;;
050214;1900;;
050214;2000;;
050214;2100;;
050214;2200;;
050214;2300;;
050215;0000;;
050215;0100;13,8;
050215;0200;13,2;
050215;0300;12,9;
050215;0400;13,5;
050215;0500;13,8;
050215;0600;13,8;
050215;0700;13,4;
050215;0800;13;
