FECHA (YYMMDD);HORA (HHMM);;
040508;1100;0,2;
040508;1200;0,599998;
040508;1300;0,7;
040508;1400;1,5;
040508;1500;1,6;
040508;1600;1,1;
040508;1700;0,599998;
040508;1800;0,3;
040508;1900;0,599998;
040508;2000;0,2;
040508;2100;0,2;
040508;2200;0,2;
040508;2300;0,4;
040509;0000;0,2;
040509;0100;0,2;
040509;0200;0,2;
040509;0300;0,3;
040509;0400;0,2;
040509;0500;0,4;
040509;0600;0,4;
040509;0700;0,4;
040509;0800;0,5;
040509;0900;0,3;
040509;1000;0,4;
040509;1100;0,3;
040509;1200;0,799998;
040509;1300;0,7;
040509;1400;1;
040509;1500;1;
040509;1600;1,1;
040509;1700;0,799998;
040509;1800;0,5;
040509;1900;0,2;
040509;2000;0,2;
040509;2100;0,3;
040509;2200;0,2;
040509;2300;0,2;
040510;0000;0,2;
040510;0100;0,5;
040510;0200;0,599998;
040510;0300;0,7;
040510;0400;0,4;
040510;0500;0,3;
040510;0600;0,2;
040510;0700;0,2;
040510;0800;0,2;
040510;0900;0,3;
040510;1000;0,4;
040510;1100;1,8;
040510;1200;2,3;
040510;1300;2,1;
040510;1400;2,1;
040510;1500;2,4;
040510;1600;2,7;
040510;1700;2,3;
040510;1800;1,1;
040510;1900;0,9;
040510;2000;1,4;
040510;2100;0,4;
040510;2200;0,3;
040510;2300;0,4;
040511;0000;0,2;
040511;0100;0,3;
040511;0200;0,4;
040511;0300;0,5;
040511;0400;0,3;
040511;0500;0,2;
040511;0600;0,2;
040511;0700;0,4;
040511;0800;0,2;
040511;0900;0,2;
040511;1000;0,4;
040511;1100;0,3;
040511;1200;0,7;
040511;1300;1,2;
040511;1400;1,3;
040511;1500;1,1;
040511;1600;0,7;
040511;1700;0,5;
040511;1800;0,2;
040511;1900;0,2;
040511;2000;0,5;
040511;2100;0,599998;
040511;2200;0,7;
040511;2300;0,3;
040512;0000;0,2;
040512;0100;0,2;
040512;0200;0,2;
040512;0300;0,2;
040512;0400;0,2;
040512;0500;0,4;
040512;0600;0,4;
040512;0700;0,2;
040512;0800;0,3;
040512;0900;0,5;
040512;1000;0,4;
040512;1100;0,4;
040512;1200;0,3;
040512;1300;0,7;
040512;1400;1,1;
040512;1500;1,6;
040512;1600;2;
040512;1700;2;
040512;1800;2,1;
040512;1900;0,599998;
040512;2000;0,7;
040512;2100;0,3;
040512;2200;0,2;
040512;2300;0,3;
040513;0000;0,5;
040513;0100;0,799998;
040513;0200;1;
040513;0300;0,599998;
040513;0400;0,7;
040513;0500;0,5;
040513;0600;0,599998;
040513;0700;0,9;
040513;0800;0,7;
040513;0900;1,6;
040513;1000;1;
040513;1100;0,799998;
040513;1200;1,3;
040513;1300;1;
040513;1400;1,1;
040513;1500;1,6;
040513;1600;1,9;
040513;1700;1,4;
040513;1800;1,1;
040513;1900;0,7;
040513;2000;0,799998;
040513;2100;0,599998;
040513;2200;0,4;
040513;2300;0,7;
040514;0000;0,7;
040514;0100;1;
040514;0200;1,1;
040514;0300;1;
040514;0400;0,7;
040514;0500;0,4;
040514;0600;0,4;
040514;0700;0,5;
040514;0800;1,3;
040514;0900;0,9;
040514;1000;0,9;
040514;1100;0,5;
040514;1200;0,5;
040514;1300;0,9;
040514;1400;1,3;
040514;1500;1,2;
040514;1600;0,9;
040514;1700;0,799998;
040514;1800;1,1;
040514;1900;0,4;
040514;2000;0,5;
040514;2100;0,5;
040514;2200;0,599998;
040514;2300;0,9;
040515;0000;0,4;
040515;0100;0,3;
040515;0200;0,5;
040515;0300;0,4;
040515;0400;0,4;
040515;0500;0,4;
040515;0600;0,3;
040515;0700;0,2;
040515;0800;0,2;
040515;0900;0,2;
040515;1000;0,3;
040515;1100;0,2;
040515;1200;0,599998;
040515;1300;1,4;
040515;1400;1,2;
040515;1500;1,1;
040515;1600;1,3;
040515;1700;0,4;
040515;1800;0,5;
040515;1900;0,9;
040515;2000;0,7;
040515;2100;0,599998;
040515;2200;0,5;
040515;2300;0,4;
040516;0000;0,5;
040516;0100;0,5;
040516;0200;0,4;
040516;0300;1,1;
040516;0400;0,599998;
040516;0500;0,5;
040516;0600;0,9;
040516;0700;1,4;
040516;0800;1,2;
040516;0900;1,2;
040516;1000;0,9;
040516;1100;1;
040516;1200;0,9;
040516;1300;0,7;
040516;1400;0,599998;
040516;1500;0,4;
040516;1600;1;
040516;1700;0,4;
040516;1800;0,2;
040516;1900;0,3;
040516;2000;0,4;
040516;2100;0;
040516;2200;0,3;
040516;2300;0,5;
040517;0000;0,5;
040517;0100;0,2;
040517;0200;0,9;
040517;0300;0;
040517;0400;1;
040517;0500;1,2;
040517;0600;0,9;
040517;0700;0,5;
040517;0800;0,599998;
040517;0900;0,7;
040517;1000;0,5;
040517;1100;0,2;
040517;1200;0,599998;
040517;1300;0,7;
040517;1400;0,7;
040517;1500;0,9;
040517;1600;0,599998;
040517;1700;0,7;
040517;1800;0,599998;
040517;1900;0,7;
040517;2000;0,7;
040517;2100;0;
040517;2200;0,9;
040517;2300;0,4;
040518;0000;0,4;
040518;0100;0,599998;
040518;0200;0,799998;
040518;0300;0,799998;
040518;0400;0,5;
040518;0500;0,599998;
040518;0600;0,599998;
040518;0700;0,4;
040518;0800;0,9;
040518;0900;1,3;
040518;1000;1,7;
040518;1100;1,8;
040518;1200;1,3;
040518;1300;0,799998;
040518;1400;0,4;
040518;1500;0,7;
040518;1600;0,3;
040518;1700;0,5;
040518;1800;0,599998;
040518;1900;0,799998;
040518;2000;1,1;
